[stream] event conversation_created {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{},"event_id":"b9300f22-f3ee-4fe3-b20e-5736ec092710","event_type":"conversation_created","sequence_number":7,"timestamp":"2026-04-06T21:59:55Z"}
use-conversation-stream.ts:83 [stream] event message_received {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"content":"hi friend. what can you help me do?"},"event_id":"5369a43f-943e-4724-a6c7-ec3bfca8986a","event_type":"message_received","sequence_number":8,"timestamp":"2026-04-06T22:00:04Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" complex","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"5dbba986-3874-4a84-a9ac-79987baba9c4","event_type":"response_chunk","sequence_number":197,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" workflows","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"6c2a65d5-af21-4d8f-8662-a40b8c84ebbc","event_type":"response_chunk","sequence_number":198,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"1811ca04-1c35-4147-931a-0b198cc0b244","event_type":"response_chunk","sequence_number":199,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"c4d22c44-cc27-4071-bf7f-877faf1da78c","event_type":"response_chunk","sequence_number":200,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" **","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"bc4107e8-c9a2-4afb-b253-5ad30c73bc61","event_type":"response_chunk","sequence_number":201,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"Manage","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ad0cb88c-dc06-48cd-a416-61ff69125743","event_type":"response_chunk","sequence_number":202,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" todo","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"e1914215-0545-42f6-87e2-febe02071564","event_type":"response_chunk","sequence_number":203,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" lists","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"418b34fd-f362-4c1f-b449-be59e6a530c1","event_type":"response_chunk","sequence_number":204,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"**","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"1c3197b1-1149-4da1-b67b-181a077b7af5","event_type":"response_chunk","sequence_number":205,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" to","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"b559312b-e5a1-4eb0-bda2-82751b7fdd33","event_type":"response_chunk","sequence_number":206,"timestamp":"2026-04-06T22:00:11Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" track","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"1292e74a-1dcc-444c-97e6-2c5e5465da7c","event_type":"response_chunk","sequence_number":207,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" progress","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"9d5fa111-9392-42ba-923f-2482a868c211","event_type":"response_chunk","sequence_number":208,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" on","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"10cfc2fe-8c02-4a78-85b8-df1bf090be54","event_type":"response_chunk","sequence_number":209,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" multi","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"60c67454-7727-4980-beb2-97676671cc92","event_type":"response_chunk","sequence_number":210,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-step","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"9e35d029-7036-4f3e-8950-f76c2cc47854","event_type":"response_chunk","sequence_number":211,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" projects","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"4f29ae00-bdbc-412d-aa4b-75c1a8cc53ea","event_type":"response_chunk","sequence_number":212,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"4a3bcf82-118e-4c58-8344-a2988d25b528","event_type":"response_chunk","sequence_number":213,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"##","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"f4c973f4-f1a8-4e09-aedc-f3f583157391","event_type":"response_chunk","sequence_number":214,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" 🛠","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"f4396f52-8734-4a0a-834c-a15ad1b36cbf","event_type":"response_chunk","sequence_number":215,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"️","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"71255828-8b2a-414e-90a4-db4f9f90e452","event_type":"response_chunk","sequence_number":216,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" **","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"cf20d814-478a-49d0-83db-c9f586373155","event_type":"response_chunk","sequence_number":217,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"Common","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"30ecf1c2-cfad-4c07-8eb9-03796d275787","event_type":"response_chunk","sequence_number":218,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Use","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"6efd456f-485d-4d41-9d44-59079fa524ec","event_type":"response_chunk","sequence_number":219,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Cases","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"655b3be7-9a52-4f9c-8326-b1cc1e2c9abc","event_type":"response_chunk","sequence_number":220,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"**\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ef65821f-8f76-467b-a05c-e07971441396","event_type":"response_chunk","sequence_number":221,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"01b1c955-bd82-472f-a056-0da09864a977","event_type":"response_chunk","sequence_number":222,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Debugging","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"71f13d71-1194-4d21-bff6-07be07634cd5","event_type":"response_chunk","sequence_number":223,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" and","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"e2e6b049-02cc-443c-9be7-a88c66180560","event_type":"response_chunk","sequence_number":224,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" fixing","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"e0194701-40d0-4327-870d-826ec9c0f4c1","event_type":"response_chunk","sequence_number":225,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" bugs","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"e3537b33-a88e-4d2f-8fac-586eb6f0f707","event_type":"response_chunk","sequence_number":226,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"a19cb2a5-608a-4cca-8974-9b8eddcba46c","event_type":"response_chunk","sequence_number":227,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ee217ebb-34a2-49b1-926d-c6c6d7b9bd83","event_type":"response_chunk","sequence_number":228,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Ref","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"d90aa9d0-c514-464f-8eed-c77e03f3a973","event_type":"response_chunk","sequence_number":229,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"actoring","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"96b7374e-eff6-469c-85b4-55d588c99ac3","event_type":"response_chunk","sequence_number":230,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" code","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"5690a1eb-694e-475b-900b-41d906f71129","event_type":"response_chunk","sequence_number":231,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"d1a36c3c-319f-4bc6-80f1-8db40b24abec","event_type":"response_chunk","sequence_number":232,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"baa76017-12a4-4a24-b3e7-cbb23423fe66","event_type":"response_chunk","sequence_number":233,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Adding","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"03e2a5ec-8796-411f-b71f-3e183058839e","event_type":"response_chunk","sequence_number":234,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" new","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"17e50ecd-69ef-4fbc-a203-86b42e7bf4f5","event_type":"response_chunk","sequence_number":235,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" features","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"1b44df3a-07ca-4c19-8bb1-4908e2d1b0b1","event_type":"response_chunk","sequence_number":236,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"883fdc22-6af8-4c24-9422-5b2b3f9ebdd0","event_type":"response_chunk","sequence_number":237,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"22ce128c-d2e3-4fb3-a231-2889dca604e4","event_type":"response_chunk","sequence_number":238,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Writing","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"aa053a67-ffc6-448d-8b09-398f70884fdd","event_type":"response_chunk","sequence_number":239,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" tests","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"fd0db728-192b-4b19-a1bf-2ffc2bf64e73","event_type":"response_chunk","sequence_number":240,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"9d4f76a8-5705-49e0-be62-0227e5bab305","event_type":"response_chunk","sequence_number":241,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"18fb82b2-1a73-487b-9235-62274e023c10","event_type":"response_chunk","sequence_number":242,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Creating","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"f72433a8-76dc-4473-96bb-fbf9e65a6517","event_type":"response_chunk","sequence_number":243,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" documentation","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"d349c370-bb80-499b-b876-eca6cc6b9e16","event_type":"response_chunk","sequence_number":244,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"3774b369-5142-44f7-a696-6743df07cbed","event_type":"response_chunk","sequence_number":245,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"08b6ffa3-d53b-47c7-8d0e-a1080abb82e9","event_type":"response_chunk","sequence_number":246,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Setting","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"9bdd3edf-2817-4253-97c5-8c8f8e830185","event_type":"response_chunk","sequence_number":247,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" up","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"f597bd23-b3b9-4071-8306-78f2aedcc349","event_type":"response_chunk","sequence_number":248,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" new","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"fd5466ab-15cf-4ce8-87cb-f0426d6a105b","event_type":"response_chunk","sequence_number":249,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" projects","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"a7dd477c-69e1-411b-8c62-61d383d858d4","event_type":"response_chunk","sequence_number":250,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"838bd8af-36f3-40d1-9f17-0745a2f253de","event_type":"response_chunk","sequence_number":251,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ea549b9f-b5e1-4439-9053-59037fa79e6a","event_type":"response_chunk","sequence_number":252,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Code","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"8c5ac052-2d4d-4e0a-ab10-c53eb66d6962","event_type":"response_chunk","sequence_number":253,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" reviews","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ffdbe6e9-4397-412d-8dd1-e5f8cae58022","event_type":"response_chunk","sequence_number":254,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" and","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"ee780de9-b5f1-47f6-8ebe-0b24783ccc67","event_type":"response_chunk","sequence_number":255,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" optimization","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"8928bde1-8661-4ee5-81f3-914754313923","event_type":"response_chunk","sequence_number":256,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"\n","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"058fb89e-50a0-45c7-a6f1-e1e79fae1387","event_type":"response_chunk","sequence_number":257,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":"-","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"aea4490f-3a8f-48ec-93b7-f203471d0c60","event_type":"response_chunk","sequence_number":258,"timestamp":"2026-04-06T22:00:12Z"}
use-conversation-stream.ts:83 [stream] event response_chunk {"agent_id":"38ffaace-f869-42be-bb0d-d30429e9016a","conversation_id":"0fc5ab5f-73f9-4d1b-9b7d-56069adf732a","data":{"delta":" Learning","message_id":"921d1af6-668f-4a83-b0ab-d69e44a5b046"},"event_id":"c939f625-ae3f-44c9-9945-9a3662190064","event_type":"response_chunk","sequence_number":259,"timestamp":"2026-04-06T22:00:12Z"}
